"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"DEFB128","Defb20","ortholog_one2one",100,100,0
"TMEM139","Tmem139","ortholog_one2one",100,100,1
"CRKL","Crkl","ortholog_one2one",100,100,1
"TEX43","Tex43","ortholog_one2one",100,98.34,1
"TINAGL1","Tinagl1","ortholog_one2one",100,100,1
"HSD17B7","Hsd17b7","ortholog_one2one",100,98.94,1
"DPPA3","Dppa3","ortholog_one2one",100,1.66,0
"UBE2L6","Ube2l6","ortholog_one2one",100,100,1
"CZIB","Czib","ortholog_one2one",100,100,1
"AIF1","Aif1","ortholog_one2one",100,100,1
"INSYN2B","Insyn2b","ortholog_one2one",100,100,1
"UTP4","Utp4","ortholog_one2one",100,100,1
"VWC2L","Vwc2l","ortholog_one2one",100,100,1
"SKI","Ski","ortholog_one2one",100,100,1
"ENDOD1","Endod1","ortholog_one2one",100,100,1
"HADHB","Hadhb","ortholog_one2one",100,100,1
"NOTCH1","Notch1","ortholog_one2one",100,100,1
"GPD1","Gpd1","ortholog_one2one",100,100,1
"DOCK2","Dock2","ortholog_one2one",100,100,1
"SLC26A11","Slc26a11","ortholog_one2one",100,100,1
"FZD5","Fzd5","ortholog_one2one",100,100,1
"TGM5","Tgm5","ortholog_one2one",100,100,1
"COPG2","Copg2","ortholog_one2one",100,100,1
"METTL11B","Mettl11b","ortholog_one2one",100,100,1
"MEAF6","Meaf6","ortholog_one2one",100,100,1
"CDC6","Cdc6","ortholog_one2one",100,99.86,1
"WNT11","Wnt11","ortholog_one2one",100,100,1
"COX14","Cox14","ortholog_one2one",100,100,1
"TRIM15","Trim15","ortholog_one2one",100,96.88,0
"GK2","Gk2","ortholog_one2one",100,100,1
"RPS6KA1","Rps6ka1","ortholog_one2one",100,100,1
"TAFA2","Tafa2","ortholog_one2one",100,100,1
"PELP1","Pelp1","ortholog_one2one",50,100,1
"LIMA1","Lima1","ortholog_one2one",100,100,1
"PRCC","Prcc","ortholog_one2one",100,100,1
"CELF3","Celf3","ortholog_one2one",100,100,1
"PPP1R21","Ppp1r21","ortholog_one2one",100,100,1
"REEP6","Reep6","ortholog_one2one",100,100,1
"UQCC2","Uqcc2","ortholog_one2one",100,100,1
"TRIM10","Trim10","ortholog_one2one",100,100,1
"CEPT1","Cept1","ortholog_one2one",100,100,1
"DLAT","Dlat","ortholog_one2one",100,100,1
"KDM4D","Kdm4d","ortholog_one2one",100,100,1
"HDGF","Hdgf","ortholog_one2one",100,94.19,1
"HMG20B","Hmg20b","ortholog_one2one",75,99.28,1
"PRKAB2","Prkab2","ortholog_one2one",50,99.01,1
"ZC3H12A","Zc3h12a","ortholog_one2one",100,100,1
"RNPC3","Rnpc3","ortholog_one2one",100,100,1
"RIN2","Rin2","ortholog_one2one",100,100,1
"CDK9","Cdk9","ortholog_one2one",100,100,1
"RPA3","Rpa3","ortholog_one2one",100,100,1
"AFM","Afm","ortholog_one2one",100,100,1
"TGM7","Tgm7","ortholog_one2one",100,100,1
"MINK1","Mink1","ortholog_one2one",100,100,1
"USF2","Usf2","ortholog_one2one",100,100,1
"ANP32E","Anp32e","ortholog_one2one",100,100,1
"IRX3","Irx3","ortholog_one2one",100,100,1
"ADAL","Adal","ortholog_one2one",100,100,1
"AEN","Aen","ortholog_one2one",100,100,1
"DARS2","Dars2","ortholog_one2one",100,100,1
"CTXND1","Gm2115","ortholog_one2one",100,100,1
"NFATC2","Nfatc2","ortholog_one2one",100,100,1
"FAAP20","Faap20","ortholog_one2one",100,90.51,0
"UBE2D3","Ube2d3","ortholog_one2one",100,97.31,1
"DENND2D","Dennd2d","ortholog_one2one",100,100,1
"SNTB2","Sntb2","ortholog_one2one",100,100,1
"EXOC3","Exoc3","ortholog_one2one",100,100,1
"CARTPT","Cartpt","ortholog_one2one",100,100,1
"SPRYD3","Spryd3","ortholog_one2one",100,98.54,1
"VWCE","Vwce","ortholog_one2one",100,100,1
"CERS5","Cers5","ortholog_one2one",100,100,1
"IP6K3","Ip6k3","ortholog_one2one",100,100,1
"TMEM69","Tmem69","ortholog_one2one",100,100,1
"TRIM40","Trim40","ortholog_one2one",100,97.13,1
"GLCCI1","Glcci1","ortholog_one2one",100,100,1
"CPLANE2","Cplane2","ortholog_one2one",100,100,1
"TECPR2","Tecpr2","ortholog_one2one",100,100,1
"EVL","Evl","ortholog_one2one",100,100,1
"SYTL2","Sytl2","ortholog_one2one",100,99.7,0
"G2E3","G2e3","ortholog_one2one",100,99.99,1
"FRYL","Fryl","ortholog_one2one",100,100,1
"TRIM31","Trim31","ortholog_one2one",100,78.29,0
"METTL16","Mettl16","ortholog_one2one",100,100,1
"ADAR","Adar","ortholog_one2one",100,98.4,1
"DNER","Dner","ortholog_one2one",100,100,1
"UGP2","Ugp2","ortholog_one2one",100,100,1
"LEMD2","Lemd2","ortholog_one2one",100,100,1
"CLCN7","Clcn7","ortholog_one2one",100,100,1
"LMAN2L","Lman2l","ortholog_one2one",100,100,1
"CHST8","Chst8","ortholog_one2one",100,100,1
"KIFAP3","Kifap3","ortholog_one2one",100,100,1
"NME5","Nme5","ortholog_one2one",100,100,1
"RRP9","Rrp9","ortholog_one2one",100,100,1
"LGSN","Lgsn","ortholog_one2one",75,100,1
"ODR4","Odr4","ortholog_one2one",100,100,1
"DRAM2","Dram2","ortholog_one2one",100,100,1
"TUBB","Tubb5","ortholog_one2one",100,100,1
"RIIAD1","Riiad1","ortholog_one2one",100,94.58,1
"SGPP1","Sgpp1","ortholog_one2one",100,100,1
"BTBD3","Btbd3","ortholog_one2one",100,100,1
"BEST1","Best1","ortholog_one2one",75,100,1
"OR5H2","Olfr186","ortholog_one2one",50,100,1
"SEL1L","Sel1l","ortholog_one2one",100,100,1
"SLC16A7","Slc16a7","ortholog_one2one",100,100,1
"LCMT2","Lcmt2","ortholog_one2one",100,100,1
"LRRN2","Lrrn2","ortholog_one2one",100,100,1
"UPF2","Upf2","ortholog_one2one",100,100,1
"ST3GAL4","St3gal4","ortholog_one2one",100,100,1
"PARP3","Parp3","ortholog_one2one",100,100,1
"BBS9","Bbs9","ortholog_one2one",75,98.32,1
"ZCCHC7","Zcchc7","ortholog_one2one",100,100,1
"NEK3","Nek3","ortholog_one2one",50,100,1
"FER1L5","Fer1l5","ortholog_one2one",100,99.99,1
"NEK10","Nek10","ortholog_one2one",75,100,1
"KCNJ13","Kcnj13","ortholog_one2one",100,100,1
"PGM2","Pgm2","ortholog_one2one",100,100,1
"PAN3","Pan3","ortholog_one2one",100,100,1
"WDR92","Wdr92","ortholog_one2one",75,100,1
"AKAP7","Akap7","ortholog_one2one",100,100,1
"PRR12","Prr12","ortholog_one2one",100,100,1
"STT3A","Stt3a","ortholog_one2one",100,100,1
"CABP2","Cabp2","ortholog_one2one",100,100,1
"THOC3","Thoc3","ortholog_one2one",100,100,1
"STAG1","Stag1","ortholog_one2one",100,100,1
"POU3F3","Pou3f3","ortholog_one2one",100,100,1
"FBXO8","Fbxo8","ortholog_one2one",100,100,1
"SLC35E1","Slc35e1","ortholog_one2one",100,100,1
"PNO1","Pno1","ortholog_one2one",75,100,1
"FKBP2","Fkbp2","ortholog_one2one",100,100,1
"C6orf118","1700010I14Rik","ortholog_one2one",100,96.59,0
"NTRK2","Ntrk2","ortholog_one2one",100,100,1
"NDRG4","Ndrg4","ortholog_one2one",100,100,1
"TMX1","Tmx1","ortholog_one2one",75,100,1
"DEFB125","Defb26","ortholog_one2one",50,51.64,0
"UBE2Z","Ube2z","ortholog_one2one",100,100,1
"PLA2R1","Pla2r1","ortholog_one2one",100,100,1
"RRS1","Rrs1","ortholog_one2one",50,100,1
"DEFB115","Defb28","ortholog_one2one",50,98.34,0
"SNX17","Snx17","ortholog_one2one",100,100,1
"ATP2B3","Atp2b3","ortholog_one2one",100,100,1
"DEFB116","Defb29","ortholog_one2one",50,100,0
"PIK3R6","Pik3r6","ortholog_one2one",100,100,1
"TBC1D7","Tbc1d7","ortholog_one2one",100,100,1
"SYCP1","Sycp1","ortholog_one2one",100,99.13,1
"ZFYVE27","Zfyve27","ortholog_one2one",100,100,1
"ARRDC1","Arrdc1","ortholog_one2one",100,100,1
"GRHL1","Grhl1","ortholog_one2one",100,100,1
"SRP72","Srp72","ortholog_one2one",100,98.79,1
"DEDD2","Dedd2","ortholog_one2one",100,100,1
"HSD17B12","Hsd17b12","ortholog_one2one",100,100,1
"PRKCZ","Prkcz","ortholog_one2one",100,100,1
"DDR2","Ddr2","ortholog_one2one",100,100,1
"DCPS","Dcps","ortholog_one2one",100,100,1
"CASP2","Casp2","ortholog_one2one",100,100,1
"PDF","Pdf","ortholog_one2one",100,100,1
"TBX5","Tbx5","ortholog_one2one",100,100,1
"MICAL2","Mical2","ortholog_one2one",100,100,0
"DEFB118","Defb21","ortholog_one2one",100,100,0
"LST1","Lst1","ortholog_one2one",100,93.67,0
"AC026464.6","Cog8","ortholog_one2one",100,88.35,0
"MPHOSPH10","Mphosph10","ortholog_one2one",25,100,1
"LTB","Ltb","ortholog_one2one",100,100,1
"ANTXR2","Antxr2","ortholog_one2one",100,100,1
"KCNAB3","Kcnab3","ortholog_one2one",100,100,1
"ZNF526","Zfp526","ortholog_one2one",100,100,1
"ERCC4","Ercc4","ortholog_one2one",100,100,1
"IGFBP6","Igfbp6","ortholog_one2one",100,100,1
"GRPEL2","Grpel2","ortholog_one2one",100,100,1
"OTOGL","Otogl","ortholog_one2one",100,99.9,1
"FAH","Fah","ortholog_one2one",75,100,1
"SC5D","Sc5d","ortholog_one2one",100,100,1
"SMTN","Smtn","ortholog_one2one",100,100,1
"PRG4","Prg4","ortholog_one2one",100,98.4,1
"PLEKHM3","Plekhm3","ortholog_one2one",100,100,1
"SOAT2","Soat2","ortholog_one2one",100,100,1
"DEGS2","Degs2","ortholog_one2one",100,100,1
"FKBP15","Fkbp15","ortholog_one2one",100,100,1
"PCDH10","Pcdh10","ortholog_one2one",100,100,1
"DRG2","Drg2","ortholog_one2one",100,100,1
"PLEKHO1","Plekho1","ortholog_one2one",100,100,1
"ANXA1","Anxa1","ortholog_one2one",100,100,1
"NCOA6","Ncoa6","ortholog_one2one",100,100,1
"TCEANC2","Tceanc2","ortholog_one2one",100,100,1
"DEFB123","Defb36","ortholog_one2one",100,100,1
"TUBE1","Tube1","ortholog_one2one",100,100,1
"FAM83F","Fam83f","ortholog_one2one",100,100,1
"EML1","Eml1","ortholog_one2one",100,98.92,1
"DEFB124","Defb25","ortholog_one2one",100,100,1
"RTN4R","Rtn4r","ortholog_one2one",75,98.11,1
"METTL17","Mettl17","ortholog_one2one",50,100,1
"SMIM7","Smim7","ortholog_one2one",100,84.94,1
"TTLL7","Ttll7","ortholog_one2one",100,100,1
"REM1","Rem1","ortholog_one2one",100,100,1
"IQCF1","Iqcf1","ortholog_one2one",75,86.41,1
"MCEE","Mcee","ortholog_one2one",25,100,1
"TNF","Tnf","ortholog_one2one",100,100,1
"KIAA1671","2900026A02Rik","ortholog_one2one",100,99.56,0
"KLRD1","Klrd1","ortholog_one2one",75,100,1
"PPP1R13L","Ppp1r13l","ortholog_one2one",100,100,1
"MDC1","Mdc1","ortholog_one2one",100,99.34,0
"AIPL1","Aipl1","ortholog_one2one",100,100,1
"NCAPG","Ncapg","ortholog_one2one",100,100,1
"ROPN1L","Ropn1l","ortholog_one2one",100,100,1
"CCN6","Ccn6","ortholog_one2one",100,100,1
"IQCF5","Iqcf5","ortholog_one2one",100,100,1
"SFRP5","Sfrp5","ortholog_one2one",100,100,1
"PRRG2","Prrg2","ortholog_one2one",100,100,1
"UAP1","Uap1","ortholog_one2one",100,100,1
"IQCF6","Iqcf6","ortholog_one2one",75,100,1
"KLRK1","Klrk1","ortholog_one2one",50,97.01,1
"COP1","Cop1","ortholog_one2one",100,100,1
"SERPINE3","Serpine3","ortholog_one2one",100,99.78,1
"GRM2","Grm2","ortholog_one2one",100,100,1
"INTS6","Ints6","ortholog_one2one",75,100,1
"MDM1","Mdm1","ortholog_one2one",75,100,1
"VEGFB","Vegfb","ortholog_one2one",100,100,1
"PRDM8","Prdm8","ortholog_one2one",100,100,1
"VWA3B","Vwa3b","ortholog_one2one",100,100,0
"CHRNB2","Chrnb2","ortholog_one2one",100,100,1
"PPP2R2B","Ppp2r2b","ortholog_one2one",100,100,1
"TMEM59","Tmem59","ortholog_one2one",100,100,1
"TEX264","Tex264","ortholog_one2one",100,100,1
"BBS5","Bbs5","ortholog_one2one",100,100,1
"KIF6","Kif6","ortholog_one2one",50,100,1
"RNF213","Rnf213","ortholog_one2one",100,100,1
"ZNF513","Zfp513","ortholog_one2one",100,100,1
"AHRR","Ahrr","ortholog_one2one",100,96.04,1
"SAR1A","Sar1a","ortholog_one2one",100,100,1
"HSPD1","Hspd1","ortholog_one2one",100,100,1
"C19orf38","AB124611","ortholog_one2one",100,100,1
"MEIS2","Meis2","ortholog_one2one",100,100,1
"SORBS3","Sorbs3","ortholog_one2one",100,100,1
"SPX","Spx","ortholog_one2one",100,100,1
"REXO5","Rexo5","ortholog_one2one",100,100,0
"EIF2B4","Eif2b4","ortholog_one2one",100,100,1
"NOSIP","Nosip","ortholog_one2one",100,100,1
"PLXDC2","Plxdc2","ortholog_one2one",100,100,1
"C17orf80","D11Wsu47e","ortholog_one2one",100,97.67,0
"CHRNA10","Chrna10","ortholog_one2one",100,100,1
"PEPD","Pepd","ortholog_one2one",100,100,1
"SRD5A2","Srd5a2","ortholog_one2one",100,100,1
"CFAP45","Cfap45","ortholog_one2one",100,100,1
"DNAJC4","Dnajc4","ortholog_one2one",100,100,1
"RHOT1","Rhot1","ortholog_one2one",50,100,1
"ART1","Art1","ortholog_one2one",50,100,1
"FGF5","Fgf5","ortholog_one2one",100,100,1
"FHL1","Fhl1","ortholog_one2one",100,100,1
"SPTLC3","Sptlc3","ortholog_one2one",100,100,1
"SFTPD","Sftpd","ortholog_one2one",0,100,1
"SLC9A3R1","Slc9a3r1","ortholog_one2one",100,100,1
"DNTTIP1","Dnttip1","ortholog_one2one",100,100,1
"IRX5","Irx5","ortholog_one2one",100,100,1
"OR2V2","Olfr1396","ortholog_one2one",75,100,1
"CHMP1B","Chmp1b","ortholog_one2one",50,100,1
"CCDC188","Ccdc188","ortholog_one2one",100,100,1
"GNAL","Gnal","ortholog_one2one",50,100,1
"ZMYND19","Zmynd19","ortholog_one2one",100,100,1
"ART5","Art5","ortholog_one2one",50,100,1
"RAD54L2","Rad54l2","ortholog_one2one",100,100,1
"DPP4","Dpp4","ortholog_one2one",100,100,1
"PTTG1IP","Pttg1ip","ortholog_one2one",100,100,1
"ADAMTSL5","Adamtsl5","ortholog_one2one",100,100,1
"MAPT","Mapt","ortholog_one2one",75,100,0
"UBN1","Ubn1","ortholog_one2one",100,100,1
"RO60","Ro60","ortholog_one2one",75,100,1
"ETS2","Ets2","ortholog_one2one",100,100,1
"VPS37C","Vps37c","ortholog_one2one",100,100,1
"ACSM3","Acsm3","ortholog_one2one",50,100,1
"CDC7","Cdc7","ortholog_one2one",100,100,1
"FZD10","Fzd10","ortholog_one2one",100,100,1
"LTA","Lta","ortholog_one2one",100,100,1
"PPP3CC","Ppp3cc","ortholog_one2one",100,100,1
"VSIG8","Vsig8","ortholog_one2one",100,100,1
"ADGRF3","Adgrf3","ortholog_one2one",100,98.55,1
"CRTAC1","Crtac1","ortholog_one2one",100,100,1
"MUC4","Muc4","ortholog_one2one",75,56.27,0
"SHLD1","Shld1","ortholog_one2one",100,100,1
"BARD1","Bard1","ortholog_one2one",100,100,1
"CENPF","Cenpf","ortholog_one2one",100,98.88,1
"RAB43","Rab43","ortholog_one2one",100,100,1
"PCCB","Pccb","ortholog_one2one",100,97.64,1
"CFAP299","Cfap299","ortholog_one2one",100,100,1
"TXLNB","Txlnb","ortholog_one2one",100,100,1
"MOCS2","Mocs2","ortholog_one2one",100,100,1
"LCN10","Lcn10","ortholog_one2one",50,100,1
"CPSF4L","Cpsf4l","ortholog_one2one",100,90.16,0
"SLC17A4","Slc17a4","ortholog_one2one",100,100,1
"DUSP9","Dusp9","ortholog_one2one",100,97.34,1
"OR2V1","Olfr56","ortholog_one2one",75,100,1
"SLC35F4","Slc35f4","ortholog_one2one",75,100,1
"SPDL1","Spdl1","ortholog_one2one",75,100,1
"PTPRF","Ptprf","ortholog_one2one",100,100,1
"SLC39A2","Slc39a2","ortholog_one2one",100,100,1
"NFKBIL1","Nfkbil1","ortholog_one2one",100,100,1
"DOCK3","Dock3","ortholog_one2one",75,100,1
"SIPA1L3","Sipa1l3","ortholog_one2one",100,100,1
"ATF7IP","Atf7ip","ortholog_one2one",100,99.46,1
"RNF39","Rnf39","ortholog_one2one",100,100,1
"RFTN1","Rftn1","ortholog_one2one",50,100,1
"ATP6V1G2-DDX39B","Atp6v1g2","ortholog_one2one",100,82.83,1
"RHO","Rho","ortholog_one2one",100,100,1
"MUC20","Muc20","ortholog_one2one",50,76.88,0
"KCNIP3","Kcnip3","ortholog_one2one",100,100,1
"LMNB1","Lmnb1","ortholog_one2one",100,100,1
"RRAGD","Rragd","ortholog_one2one",100,100,1
"GOLGA7B","Golga7b","ortholog_one2one",100,100,1
"GRIK3","Grik3","ortholog_one2one",100,100,1
"CHCHD6","Chchd6","ortholog_one2one",100,95.64,1
"AMER1","Amer1","ortholog_one2one",100,99.58,1
"CKAP2","Ckap2","ortholog_one2one",50,100,1
"GTF2A1L","Gtf2a1l","ortholog_one2one",100,100,1
"CHGB","Chgb","ortholog_one2one",100,100,1
"SMARCA1","Smarca1","ortholog_one2one",75,100,1
"PDE4DIP","Pde4dip","ortholog_one2one",0,100,1
"ASB12","Asb12","ortholog_one2one",100,100,1
"CEBPG","Cebpg","ortholog_one2one",100,100,1
"AKR1B1","Akr1b3","ortholog_one2one",100,100,1
"CD5","Cd5","ortholog_one2one",100,100,1
"ARHGEF19","Arhgef19","ortholog_one2one",100,100,1
"TMEFF2","Tmeff2","ortholog_one2one",100,100,1
"CCDC17","Ccdc17","ortholog_one2one",100,100,1
"ZFAT","Zfat","ortholog_one2one",100,100,1
"AFG1L","Afg1l","ortholog_one2one",100,100,1
"VPS45","Vps45","ortholog_one2one",100,100,1
"MEMO1","Memo1","ortholog_one2one",100,97.01,1
"SLC2A1","Slc2a1","ortholog_one2one",100,100,1
"RNF227","Rnf227","ortholog_one2one",100,100,1
"FSHR","Fshr","ortholog_one2one",75,100,1
"TMEM211","Tmem211","ortholog_one2one",75,100,1
"GSS","Gss","ortholog_one2one",100,100,1
"VXN","Vxn","ortholog_one2one",100,100,1
"GPBP1L1","Gpbp1l1","ortholog_one2one",100,100,1
"CEBPA","Cebpa","ortholog_one2one",100,100,1
"AGMO","Agmo","ortholog_one2one",100,100,1
"MAGT1","Magt1","ortholog_one2one",100,100,1
"ING1","Ing1","ortholog_one2one",100,95.26,1
"ZDHHC8","Zdhhc8","ortholog_one2one",100,100,1
"MYO1C","Myo1c","ortholog_one2one",100,100,1
"DPF3","Dpf3","ortholog_one2one",100,100,1
"VPS16","Vps16","ortholog_one2one",100,100,1
"C17orf99","6030468B19Rik","ortholog_one2one",100,91.46,0
"KBTBD11","Kbtbd11","ortholog_one2one",100,100,1
"HAND2","Hand2","ortholog_one2one",100,100,1
"TAF4B","Taf4b","ortholog_one2one",100,100,1
"MSL2","Msl2","ortholog_one2one",100,100,1
"MPPE1","Mppe1","ortholog_one2one",100,100,1
"MDH1","Mdh1","ortholog_one2one",100,100,1
"RYR1","Ryr1","ortholog_one2one",100,100,1
"TMEM104","Tmem104","ortholog_one2one",100,100,1
"SYNC","Sync","ortholog_one2one",100,100,1
"HAUS3","Haus3","ortholog_one2one",100,100,1
"IRX6","Irx6","ortholog_one2one",100,100,1
"TK1","Tk1","ortholog_one2one",100,100,1
"PPP2R3A","Ppp2r3a","ortholog_one2one",75,100,1
"WDFY2","Wdfy2","ortholog_one2one",50,100,1
"PIMREG","Pimreg","ortholog_one2one",100,100,1
"PIWIL1","Piwil1","ortholog_one2one",100,100,1
"SMTNL1","Smtnl1","ortholog_one2one",100,97.98,1
"RBBP4","Rbbp4","ortholog_one2one",100,100,1
"POLN","Poln","ortholog_one2one",100,100,1
"ST8SIA3","St8sia3","ortholog_one2one",100,100,1
"UBE2M","Ube2m","ortholog_one2one",75,100,1
"BMP3","Bmp3","ortholog_one2one",100,100,1
"ERI2","Eri2","ortholog_one2one",75,100,1
"DCAF1","Dcaf1","ortholog_one2one",75,100,1
"NAT9","Nat9","ortholog_one2one",100,100,1
"AFMID","Afmid","ortholog_one2one",100,97.74,1
"WDR83OS","Wdr83os","ortholog_one2one",75,100,1
"MRPL22","Mrpl22","ortholog_one2one",50,64.3,0
"UBE2C","Ube2c","ortholog_one2one",100,100,1
"RPS6KA5","Rps6ka5","ortholog_one2one",100,100,1
"APBA2","Apba2","ortholog_one2one",50,100,1
"FAM168A","Fam168a","ortholog_one2one",100,100,1
"ANKRD9","Ankrd9","ortholog_one2one",100,100,1
"KIAA1191","4833439L19Rik","ortholog_one2one",100,100,1
"WDPCP","Wdpcp","ortholog_one2one",100,94.6,1
"PABPC4","Pabpc4","ortholog_one2one",100,99.99,1
"GARNL3","Garnl3","ortholog_one2one",75,99.85,1
"GGT7","Ggt7","ortholog_one2one",75,100,1
"URM1","Urm1","ortholog_one2one",100,89.38,1
"TNNC2","Tnnc2","ortholog_one2one",100,100,1
"TECTA","Tecta","ortholog_one2one",100,100,1
"TNRC6B","Tnrc6b","ortholog_one2one",100,100,1
"SYNGR2","Syngr2","ortholog_one2one",100,100,1
"CDC42EP4","Cdc42ep4","ortholog_one2one",100,100,1
"SFR1","Sfr1","ortholog_one2one",100,95.63,0
"ATOH7","Atoh7","ortholog_one2one",100,100,1
"CALU","Calu","ortholog_one2one",100,100,1
"DEFB135","Defb30","ortholog_one2one",75,100,0
"NIP7","Nip7","ortholog_one2one",100,100,1
"FOXE1","Foxe1","ortholog_one2one",100,100,1
"SLC4A5","Slc4a5","ortholog_one2one",100,100,1
"WDR83","Wdr83","ortholog_one2one",75,100,1
"OGFOD1","Ogfod1","ortholog_one2one",100,100,1
"DEFB136","Defb42","ortholog_one2one",75,100,0
"VPS36","Vps36","ortholog_one2one",25,100,1
"RAB11B","Rab11b","ortholog_one2one",100,100,1
"PPP1R11","Ppp1r11","ortholog_one2one",100,100,1
"ACSS2","Acss2","ortholog_one2one",100,100,1
"PCED1A","Pced1a","ortholog_one2one",100,100,1
"ARL9","Arl9","ortholog_one2one",100,83.65,0
"PTPN14","Ptpn14","ortholog_one2one",100,100,1
"CERCAM","Cercam","ortholog_one2one",100,100,1
"THEGL","Thegl","ortholog_one2one",100,100,1
"PSMG1","Psmg1","ortholog_one2one",100,100,1
"EPHB1","Ephb1","ortholog_one2one",100,100,1
"PROSER2","Proser2","ortholog_one2one",100,100,1
"FOXJ2","Foxj2","ortholog_one2one",100,100,1
"NAA20","Naa20","ortholog_one2one",100,100,1
"TRMT6","Trmt6","ortholog_one2one",100,100,1
"MLANA","Mlana","ortholog_one2one",100,100,1
"RBM15B","Rbm15b","ortholog_one2one",100,100,1
"TBC1D1","Tbc1d1","ortholog_one2one",100,100,1
"BCL6","Bcl6","ortholog_one2one",100,100,1
"SIMC1","Simc1","ortholog_one2one",100,85.58,1
"PROM2","Prom2","ortholog_one2one",100,100,1
"MANF","Manf","ortholog_one2one",100,100,1
"TMEM38A","Tmem38a","ortholog_one2one",100,100,1
"CAPNS1","Capns1","ortholog_one2one",100,100,1
"THUMPD3","Thumpd3","ortholog_one2one",100,100,1
"CDK2AP2","Cdk2ap2","ortholog_one2one",100,100,1
"RGSL1","Rgsl1","ortholog_one2one",100,99.9,1
"ATP6V1G1","Atp6v1g1","ortholog_one2one",100,100,1
"CASP7","Casp7","ortholog_one2one",100,100,1
"PAIP2","Paip2","ortholog_one2one",100,100,1
"RPP14","Rpp14","ortholog_one2one",100,100,1
"LRRC3B","Lrrc3b","ortholog_one2one",100,100,1
"MYH3","Myh3","ortholog_one2one",100,100,1
"C1QC","C1qc","ortholog_one2one",100,100,1
"NARF","Narf","ortholog_one2one",100,100,1
"SPPL2A","Sppl2a","ortholog_one2one",75,100,1
"IRF1","Irf1","ortholog_one2one",100,100,1
"VGLL4","Vgll4","ortholog_one2one",100,100,1
"POLR1A","Polr1a","ortholog_one2one",100,100,1
"QKI","Qk","ortholog_one2one",100,100,1
"MARCHF3","Marchf3","ortholog_one2one",100,98.49,1
"TXNRD3","Txnrd3","ortholog_one2one",100,100,1
"OPN1SW","Opn1sw","ortholog_one2one",100,100,1
"GYS2","Gys2","ortholog_one2one",100,100,1
"ZNF740","Zfp740","ortholog_one2one",100,100,1
"COX7B","Cox7b","ortholog_one2one",100,100,1
"DDX39B","Ddx39b","ortholog_one2one",100,100,1
"ZC4H2","Zc4h2","ortholog_one2one",100,100,1
"MMP11","Mmp11","ortholog_one2one",100,100,1
"SOCS4","Socs4","ortholog_one2one",100,100,1
"HGS","Hgs","ortholog_one2one",100,100,1
"SLC39A14","Slc39a14","ortholog_one2one",100,100,1
"GSK3A","Gsk3a","ortholog_one2one",100,100,1
"ABCB6","Abcb6","ortholog_one2one",100,100,1
"EPB41L4B","Epb41l4b","ortholog_one2one",100,100,1
"P4HA2","P4ha2","ortholog_one2one",100,100,1
"CNNM4","Cnnm4","ortholog_one2one",100,100,1
"LARP4","Larp4","ortholog_one2one",100,100,1
"SRRM1","Srrm1","ortholog_one2one",100,100,1
"SLC23A1","Slc23a1","ortholog_one2one",100,100,1
"CAMK2B","Camk2b","ortholog_one2one",100,100,1
"UBE2Q1","Ube2q1","ortholog_one2one",100,100,1
"TRMT2A","Trmt2a","ortholog_one2one",100,99.53,1
"SLAMF8","Slamf8","ortholog_one2one",100,100,1
"MMP2","Mmp2","ortholog_one2one",100,100,1
"SCX","Scx","ortholog_one2one",100,100,1
"ILDR1","Ildr1","ortholog_one2one",100,100,1
"C22orf15","Gm867","ortholog_one2one",75,100,0
"BOP1","Bop1","ortholog_one2one",100,100,1
"JPH4","Jph4","ortholog_one2one",100,100,1
