"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Hsd17b1","HSD17B1","ortholog_one2one",100,93.54,1
"Rere","RERE","ortholog_one2one",100,100,1
"Vasp","VASP","ortholog_one2one",100,100,1
"Pygl","PYGL","ortholog_one2one",100,100,1
"Gk5","GK5","ortholog_one2one",100,100,1
"Lgr6","LGR6","ortholog_one2one",100,100,1
"Chuk","CHUK","ortholog_one2one",100,100,1
"Sgpp2","SGPP2","ortholog_one2one",100,100,1
"Tkfc","TKFC","ortholog_one2one",100,100,1
"Tmem229a","TMEM229A","ortholog_one2one",100,100,1
"Sfmbt2","SFMBT2","ortholog_one2one",100,96.92,1
"Chrm5","CHRM5","ortholog_one2one",100,100,1
"4930505A04Rik","C2orf73","ortholog_one2one",100,100,1
"Farsb","FARSB","ortholog_one2one",100,100,1
"Dpys","DPYS","ortholog_one2one",100,100,1
"Nkx2-9","NKX2-8","ortholog_one2one",100,100,1
"Fras1","FRAS1","ortholog_one2one",100,100,1
"Pold2","POLD2","ortholog_one2one",100,100,1
"Coq4","COQ4","ortholog_one2one",50,100,1
"Colec11","COLEC11","ortholog_one2one",100,99.29,1
"Cdc16","CDC16","ortholog_one2one",100,100,1
"Pax9","PAX9","ortholog_one2one",100,100,1
"Usb1","USB1","ortholog_one2one",100,100,1
"Slc25a21","SLC25A21","ortholog_one2one",100,98.06,1
"Phf13","PHF13","ortholog_one2one",100,100,1
"Paxbp1","PAXBP1","ortholog_one2one",100,100,1
"Snd1","SND1","ortholog_one2one",100,100,1
"Fam114a2","FAM114A2","ortholog_one2one",100,100,1
"Trib1","TRIB1","ortholog_one2one",75,100,1
"Phf1","PHF1","ortholog_one2one",50,100,1
"Slc17a3","SLC17A3","ortholog_one2one",75,100,1
"Muc3","MUC17","ortholog_one2one",100,72.61,0
"Dnaic2","DNAI2","ortholog_one2one",100,100,1
"Aebp1","AEBP1","ortholog_one2one",100,100,1
"Inpp5b","INPP5B","ortholog_one2one",100,100,1
"Abcb11","ABCB11","ortholog_one2one",100,100,1
"Gm39653","FAM237A","ortholog_one2one",100,100,1
"Adra2c","ADRA2C","ortholog_one2one",50,100,1
"Drd4","DRD4","ortholog_one2one",100,100,1
"Brca2","BRCA2","ortholog_one2one",100,100,1
"Jph3","JPH3","ortholog_one2one",100,100,1
"Fam57b","TLCD3B","ortholog_one2one",100,100,1
"Gtf2e1","GTF2E1","ortholog_one2one",100,100,1
"Kcnh4","KCNH4","ortholog_one2one",100,100,1
"Eya3","EYA3","ortholog_one2one",100,100,1
"Nrg3","NRG3","ortholog_one2one",100,100,1
"Klhl21","KLHL21","ortholog_one2one",100,100,1
"Sdc2","SDC2","ortholog_one2one",50,100,1
"Sf1","SF1","ortholog_one2one",100,99.74,1
"Pou4f3","POU4F3","ortholog_one2one",100,100,1
"Olfml1","OLFML1","ortholog_one2one",100,100,0
"Cd177","CD177","ortholog_one2one",75,79.72,0
"Apof","APOF","ortholog_one2one",100,100,1
"Sar1b","SAR1B","ortholog_one2one",75,100,1
"Trub2","TRUB2","ortholog_one2one",50,100,1
"Oat","OAT","ortholog_one2one",100,100,1
"Col4a1","COL4A1","ortholog_one2one",100,100,1
"Gabrp","GABRP","ortholog_one2one",75,100,1
"Tbx21","TBX21","ortholog_one2one",100,100,1
"Ccdc83","CCDC83","ortholog_one2one",100,97.55,1
"Cbfa2t3","CBFA2T3","ortholog_one2one",100,100,1
"Mtmr3","MTMR3","ortholog_one2one",100,100,1
"Tmem242","TMEM242","ortholog_one2one",100,100,1
"Tfdp2","TFDP2","ortholog_one2one",100,100,1
"Cd2bp2","CD2BP2","ortholog_one2one",50,100,1
"Fam162b","FAM162B","ortholog_one2one",50,100,1
"Ipo13","IPO13","ortholog_one2one",100,100,1
"Tbkbp1","TBKBP1","ortholog_one2one",100,100,1
"Ate1","ATE1","ortholog_one2one",100,100,1
"Adamts10","ADAMTS10","ortholog_one2one",100,100,1
"Ldhal6b","LDHAL6B","ortholog_one2one",0,100,1
"Mis18a","MIS18A","ortholog_one2one",100,100,1
"Lsg1","LSG1","ortholog_one2one",100,100,1
"Cep104","CEP104","ortholog_one2one",100,100,1
"Cuta","CUTA","ortholog_one2one",100,100,1
"Hmx1","HMX1","ortholog_one2one",50,100,1
"Ephb6","EPHB6","ortholog_one2one",100,100,1
"Brinp3","BRINP3","ortholog_one2one",100,100,1
"Sema3g","SEMA3G","ortholog_one2one",100,100,1
"Olfm1","OLFM1","ortholog_one2one",100,100,1
"Pde6b","PDE6B","ortholog_one2one",100,100,1
"Ppm1n","PPM1N","ortholog_one2one",100,97.08,1
"Lrrc4","LRRC4","ortholog_one2one",100,100,1
"Lrrc8b","LRRC8B","ortholog_one2one",50,100,1
"Rtn2","RTN2","ortholog_one2one",100,100,1
"Casp8ap2","CASP8AP2","ortholog_one2one",0,99.58,1
"Rabl3","RABL3","ortholog_one2one",100,100,1
"Ern1","ERN1","ortholog_one2one",100,100,1
"Atp10a","ATP10A","ortholog_one2one",100,100,1
"Ccsap","CCSAP","ortholog_one2one",100,100,1
"Pcna","PCNA","ortholog_one2one",100,100,1
"Mrap","MRAP","ortholog_one2one",100,100,0
"Pdpr","PDPR","ortholog_one2one",0,100,1
"Serpina9","SERPINA9","ortholog_one2one",100,100,1
"Muc3a","MUC3A","ortholog_one2one",100,58.8,0
"Otud5","OTUD5","ortholog_one2one",100,100,1
"Serpina11","SERPINA11","ortholog_one2one",100,100,1
"Ust","UST","ortholog_one2one",100,100,1
"Tmem132c","TMEM132C","ortholog_one2one",100,100,1
"Ache","ACHE","ortholog_one2one",100,100,1
"Gpr37","GPR37","ortholog_one2one",100,100,1
"Stat2","STAT2","ortholog_one2one",100,100,1
"Atp11b","ATP11B","ortholog_one2one",100,100,1
"Zfp329","ZNF329","ortholog_one2one",50,100,1
"Cep55","CEP55","ortholog_one2one",100,100,1
"Ankrd13d","ANKRD13D","ortholog_one2one",100,100,1
"Lama4","LAMA4","ortholog_one2one",100,100,1
"Apom","APOM","ortholog_one2one",100,100,1
"Dnajc5b","DNAJC5B","ortholog_one2one",100,100,1
"Gen1","GEN1","ortholog_one2one",100,100,1
"Elmod2","ELMOD2","ortholog_one2one",100,100,1
"Cdh10","CDH10","ortholog_one2one",75,100,1
"Zbtb48","ZBTB48","ortholog_one2one",100,100,1
"Spint2","SPINT2","ortholog_one2one",100,100,1
"Rps7","RPS7","ortholog_one2one",100,100,1
"Phactr2","PHACTR2","ortholog_one2one",100,100,1
"Idh2","IDH2","ortholog_one2one",100,100,1
"Artn","ARTN","ortholog_one2one",100,100,1
"Wdr44","WDR44","ortholog_one2one",50,100,1
"Dnm1l","DNM1L","ortholog_one2one",75,100,1
"Zdhhc14","ZDHHC14","ortholog_one2one",100,100,1
"Olfr808","OR6C65","ortholog_one2one",50,0,0
"Pvrig","PVRIG","ortholog_one2one",50,100,0
"Zfp706","ZNF706","ortholog_one2one",100,100,1
"Trhr","TRHR","ortholog_one2one",100,99.86,1
"Calm1","CALM1","ortholog_one2one",100,100,1
"Aven","AVEN","ortholog_one2one",100,100,1
"Kif2b","KIF2B","ortholog_one2one",100,100,1
"Tmem81","TMEM81","ortholog_one2one",100,100,1
"Ehmt1","EHMT1","ortholog_one2one",75,100,1
"Banp","BANP","ortholog_one2one",100,95.06,1
"Nanos1","NANOS1","ortholog_one2one",100,100,1
"Capzb","CAPZB","ortholog_one2one",100,100,1
"Col4a2","COL4A2","ortholog_one2one",100,100,1
"Mgat4d","MGAT4D","ortholog_one2one",100,100,1
"Coq10a","COQ10A","ortholog_one2one",100,100,1
"Inpp5f","INPP5F","ortholog_one2one",100,100,1
"Tnfrsf13b","TNFRSF13B","ortholog_one2one",0,100,0
"Fkbp14","FKBP14","ortholog_one2one",100,100,1
"Larp4b","LARP4B","ortholog_one2one",75,100,1
"D3Ertd751e","C4orf33","ortholog_one2one",100,100,1
"Zbtb37","ZBTB37","ortholog_one2one",100,100,1
"Tnpo1","TNPO1","ortholog_one2one",100,100,1
"Atp5k","ATP5ME","ortholog_one2one",100,100,1
"Drd2","DRD2","ortholog_one2one",100,100,1
"Spata21","SPATA21","ortholog_one2one",100,99.42,0
"Ryr3","RYR3","ortholog_one2one",100,100,1
"Fam149a","FAM149A","ortholog_one2one",100,100,1
"Dytn","DYTN","ortholog_one2one",100,100,1
"Plekha8","PLEKHA8","ortholog_one2one",100,100,1
"Ankk1","ANKK1","ortholog_one2one",100,100,1
"Cox7c","COX7C","ortholog_one2one",100,100,1
"Tdrd7","TDRD7","ortholog_one2one",50,99.88,1
"Tas1r1","TAS1R1","ortholog_one2one",100,100,1
"H1f5","H1-5","ortholog_one2one",25,100,1
"Lnx2","LNX2","ortholog_one2one",100,100,1
"H3c11","H3C7","ortholog_one2one",0,0,0
"Ppp1r14a","PPP1R14A","ortholog_one2one",100,100,1
"Jrkl","JRKL","ortholog_one2one",100,100,1
"Plekhg3","PLEKHG3","ortholog_one2one",100,100,1
"Tex2","TEX2","ortholog_one2one",100,100,1
"Rbpjl","RBPJL","ortholog_one2one",100,100,1
"Pde10a","PDE10A","ortholog_one2one",100,100,1
"Atp1a4","ATP1A4","ortholog_one2one",75,100,1
"Mfsd7a","SLC49A3","ortholog_one2one",100,94.7,1
"Ctdp1","CTDP1","ortholog_one2one",100,100,1
"Deaf1","DEAF1","ortholog_one2one",75,100,1
"Atg16l1","ATG16L1","ortholog_one2one",100,100,1
"Tbc1d10b","TBC1D10B","ortholog_one2one",50,100,1
"Kcnj6","KCNJ6","ortholog_one2one",100,100,1
"Ppm1k","PPM1K","ortholog_one2one",50,100,1
"Baz2b","BAZ2B","ortholog_one2one",100,99.72,1
"Abraxas2","ABRAXAS2","ortholog_one2one",100,100,1
"Slc25a43","SLC25A43","ortholog_one2one",100,100,1
"Lyzl6","LYZL6","ortholog_one2one",0,100,1
"Wdr60","DYNC2I1","ortholog_one2one",75,97.11,1
"Sec61g","SEC61G","ortholog_one2one",75,100,1
"Trim38","TRIM38","ortholog_one2one",0,100,1
"Mpv17","MPV17","ortholog_one2one",100,100,1
"Slc25a5","SLC25A5","ortholog_one2one",100,100,1
"Herc6","HERC6","ortholog_one2one",25,100,1
"Pmpcb","PMPCB","ortholog_one2one",100,100,1
"Rprd2","RPRD2","ortholog_one2one",100,100,1
"Car7","CA7","ortholog_one2one",100,100,1
"Matn4","MATN4","ortholog_one2one",50,100,1
"Wbp1l","WBP1L","ortholog_one2one",100,98.96,1
"Ufsp1","UFSP1","ortholog_one2one",100,100,1
"Hook1","HOOK1","ortholog_one2one",100,100,1
"Cpz","CPZ","ortholog_one2one",75,100,1
"Plxna4","PLXNA4","ortholog_one2one",100,100,1
"Enpp7","ENPP7","ortholog_one2one",100,93.22,1
"Cntn2","CNTN2","ortholog_one2one",100,100,1
"N4bp2l1","N4BP2L1","ortholog_one2one",100,100,1
"Zfp512","ZNF512","ortholog_one2one",100,100,1
"Reep1","REEP1","ortholog_one2one",100,100,1
"Sptb","SPTB","ortholog_one2one",100,100,1
"Grem1","GREM1","ortholog_one2one",100,100,1
"Hmx3","HMX3","ortholog_one2one",100,100,1
"Mdh1b","MDH1B","ortholog_one2one",100,100,1
"Kif19a","KIF19","ortholog_one2one",100,100,1
"Ctbp2","CTBP2","ortholog_one2one",100,100,1
"Coasy","COASY","ortholog_one2one",100,99.33,1
"Bcl11b","BCL11B","ortholog_one2one",100,100,1
"Dnajc2","DNAJC2","ortholog_one2one",100,100,1
"Zer1","ZER1","ortholog_one2one",100,100,1
"Tars2","TARS2","ortholog_one2one",100,100,1
"Cbx2","CBX2","ortholog_one2one",100,100,1
"Rpgrip1l","RPGRIP1L","ortholog_one2one",100,100,1
"Ercc6","ERCC6","ortholog_one2one",75,100,1
"Mylpf","MYLPF","ortholog_one2one",75,100,1
"Sorcs2","SORCS2","ortholog_one2one",100,100,1
"Il1f5","IL36RN","ortholog_one2one",100,100,1
"Fbxw8","FBXW8","ortholog_one2one",100,100,1
"Ube2a","UBE2A","ortholog_one2one",100,100,1
"Capza2","CAPZA2","ortholog_one2one",100,100,1
"Wdr75","WDR75","ortholog_one2one",75,100,1
"Sox9","SOX9","ortholog_one2one",100,100,1
"Trpv6","TRPV6","ortholog_one2one",100,100,1
"Cmpk2","CMPK2","ortholog_one2one",100,100,1
"Mgarp","MGARP","ortholog_one2one",100,95.91,0
"Maged1","MAGED1","ortholog_one2one",0,100,1
"Stam","STAM","ortholog_one2one",100,100,1
"Tppp","TPPP","ortholog_one2one",100,100,1
"Lcn2","LCN2","ortholog_one2one",100,100,1
"Hrk","HRK","ortholog_one2one",100,100,1
"Btbd17","BTBD17","ortholog_one2one",100,100,1
"Blvrb","BLVRB","ortholog_one2one",100,100,1
"Ndrg1","NDRG1","ortholog_one2one",100,100,1
"Il1r2","IL1R2","ortholog_one2one",100,98.99,1
"Psapl1","PSAPL1","ortholog_one2one",100,100,1
"Bloc1s4","BLOC1S4","ortholog_one2one",100,100,1
"Esrra","ESRRA","ortholog_one2one",100,100,1
"Stmnd1","STMND1","ortholog_one2one",100,100,1
"Rprml","RPRML","ortholog_one2one",50,100,1
"Gcsam","GCSAM","ortholog_one2one",100,100,1
"Ptpn7","PTPN7","ortholog_one2one",100,100,1
"Cd274","CD274","ortholog_one2one",100,100,1
"Phf7","PHF7","ortholog_one2one",100,100,1
"C330007P06Rik","CXorf56","ortholog_one2one",100,100,1
"Cpa1","CPA1","ortholog_one2one",100,100,1
"Omp","OMP","ortholog_one2one",100,100,1
"Capn5","CAPN5","ortholog_one2one",100,100,1
"Trmt112","TRMT112","ortholog_one2one",100,100,1
"Kcnj15","KCNJ15","ortholog_one2one",100,100,1
"Glis3","GLIS3","ortholog_one2one",100,100,1
"Lrrc8c","LRRC8C","ortholog_one2one",50,100,1
"Upf3a","UPF3A","ortholog_one2one",75,96.04,1
"Sertad3","SERTAD3","ortholog_one2one",100,100,1
"Fam92a","CIBAR1","ortholog_one2one",100,100,1
"Ror2","ROR2","ortholog_one2one",75,100,1
"Clec11a","CLEC11A","ortholog_one2one",100,100,1
"Ints12","INTS12","ortholog_one2one",100,100,1
"BC016579","C3orf52","ortholog_one2one",100,93.72,0
"Lman2","LMAN2","ortholog_one2one",75,100,1
"Pcsk5","PCSK5","ortholog_one2one",100,100,1
"Casp14","CASP14","ortholog_one2one",100,100,1
"Dzip3","DZIP3","ortholog_one2one",100,100,1
"Prdx5","PRDX5","ortholog_one2one",100,100,1
"Hs3st3a1","HS3ST3A1","ortholog_one2one",100,100,1
"Fbxo31","FBXO31","ortholog_one2one",100,100,1
"Fuca2","FUCA2","ortholog_one2one",100,100,1
"Tmem141","TMEM141","ortholog_one2one",100,100,1
"Gstcd","GSTCD","ortholog_one2one",100,100,1
"Rap1b","RAP1B","ortholog_one2one",100,100,1
"Pdp2","PDP2","ortholog_one2one",100,100,1
"Lep","LEP","ortholog_one2one",100,100,1
"Cbx8","CBX8","ortholog_one2one",100,99.09,1
"Zfp383","ZNF383","ortholog_one2one",25,99.72,1
"Sema4b","SEMA4B","ortholog_one2one",100,100,1
"Eya4","EYA4","ortholog_one2one",100,100,1
"Dab1","DAB1","ortholog_one2one",75,100,1
"Pitx1","PITX1","ortholog_one2one",100,100,1
"Stradb","STRADB","ortholog_one2one",100,100,1
"Trim55","TRIM55","ortholog_one2one",75,100,1
"Chst15","CHST15","ortholog_one2one",100,100,1
"Mrpl35","MRPL35","ortholog_one2one",100,100,1
"Macroh2a1","MACROH2A1","ortholog_one2one",100,100,1
"Wdr17","WDR17","ortholog_one2one",100,100,1
"Zfp74","ZNF569","ortholog_one2one",50,99.38,1
"Thap1","THAP1","ortholog_one2one",50,100,1
"Zfp128","ZNF8","ortholog_one2one",75,100,1
"Eml3","EML3","ortholog_one2one",100,100,1
"Ffar4","FFAR4","ortholog_one2one",100,98.4,1
"Cep135","CEP135","ortholog_one2one",100,100,1
"Mmp15","MMP15","ortholog_one2one",100,100,1
"Gins2","GINS2","ortholog_one2one",100,100,1
"Gprc6a","GPRC6A","ortholog_one2one",50,100,1
"Suz12","SUZ12","ortholog_one2one",50,100,1
"Lyst","LYST","ortholog_one2one",100,99.98,1
"Ctnna1","CTNNA1","ortholog_one2one",100,100,1
"Ppfibp2","PPFIBP2","ortholog_one2one",100,100,1
"Plcb4","PLCB4","ortholog_one2one",100,100,1
"Rabl6","RABL6","ortholog_one2one",100,100,1
"Sash1","SASH1","ortholog_one2one",100,100,1
"Nkx1-2","NKX1-2","ortholog_one2one",100,100,1
"Telo2","TELO2","ortholog_one2one",75,100,1
"Spg11","SPG11","ortholog_one2one",100,100,1
"Bub3","BUB3","ortholog_one2one",100,100,1
"Rhou","RHOU","ortholog_one2one",50,100,1
"Immt","IMMT","ortholog_one2one",100,100,1
"Snrnp200","SNRNP200","ortholog_one2one",100,100,1
"Arl11","ARL11","ortholog_one2one",50,100,1
"Spata33","SPATA33","ortholog_one2one",100,100,1
"Ttc12","TTC12","ortholog_one2one",100,99.38,1
"Tmem236","TMEM236","ortholog_one2one",100,100,1
"Akap13","AKAP13","ortholog_one2one",25,100,1
"Ppp1r26","PPP1R26","ortholog_one2one",100,100,1
"Myl7","MYL7","ortholog_one2one",100,100,1
"Acyp2","ACYP2","ortholog_one2one",100,76.4,0
"Rab8a","RAB8A","ortholog_one2one",50,100,1
"Polr1d","POLR1D","ortholog_one2one",100,100,1
"Rab4a","RAB4A","ortholog_one2one",50,100,1
"Maneal","MANEAL","ortholog_one2one",100,100,1
"U2af2","U2AF2","ortholog_one2one",75,100,1
"Mtf1","MTF1","ortholog_one2one",100,100,1
"Btbd16","BTBD16","ortholog_one2one",100,99.77,1
"Hsh2d","HSH2D","ortholog_one2one",100,100,0
"Mipol1","MIPOL1","ortholog_one2one",100,100,1
"Zfp507","ZNF507","ortholog_one2one",100,100,1
"Fastkd2","FASTKD2","ortholog_one2one",100,100,1
"Shc1","SHC1","ortholog_one2one",100,100,1
"Lrrtm2","LRRTM2","ortholog_one2one",100,100,1
"Ric1","RIC1","ortholog_one2one",100,100,1
"N4bp2l2","N4BP2L2","ortholog_one2one",100,100,0
"Gpatch2","GPATCH2","ortholog_one2one",100,100,1
"Cyp17a1","CYP17A1","ortholog_one2one",100,100,1
"1110065P20Rik","C1orf122","ortholog_one2one",100,100,1
"C530008M17Rik","CRACD","ortholog_one2one",100,100,1
"Grm8","GRM8","ortholog_one2one",100,100,1
"Snrpn","SNRPN","ortholog_one2one",100,99.01,1
"Aftph","AFTPH","ortholog_one2one",100,100,1
"Zscan22","ZSCAN22","ortholog_one2one",50,100,1
"Htra1","HTRA1","ortholog_one2one",100,100,1
"Cyb5r2","CYB5R2","ortholog_one2one",100,100,1
"Il1f10","IL1F10","ortholog_one2one",100,100,1
"Uap1l1","UAP1L1","ortholog_one2one",50,100,1
"Usp22","USP22","ortholog_one2one",0,100,1
"Yrdc","YRDC","ortholog_one2one",100,100,1
"Comp","COMP","ortholog_one2one",100,100,1
"Tbx1","TBX1","ortholog_one2one",100,100,1
"Zfp317","ZNF317","ortholog_one2one",25,100,1
"Otoa","OTOA","ortholog_one2one",50,100,1
"Cep57","CEP57","ortholog_one2one",100,100,1
"Cox4i1","COX4I1","ortholog_one2one",100,100,1
"Nln","NLN","ortholog_one2one",100,100,1
"Lcp2","LCP2","ortholog_one2one",75,99.86,1
"Impact","IMPACT","ortholog_one2one",100,100,1
"Epb41l4a","EPB41L4A","ortholog_one2one",100,100,1
"Zranb1","ZRANB1","ortholog_one2one",100,100,1
"Daxx","DAXX","ortholog_one2one",75,100,1
"Gsap","GSAP","ortholog_one2one",75,100,1
"Pcgf3","PCGF3","ortholog_one2one",100,100,1
"Fam43a","FAM43A","ortholog_one2one",100,100,1
"Crh","CRH","ortholog_one2one",50,100,1
"Trem1","TREM1","ortholog_one2one",75,57.36,0
"Arhgef2","ARHGEF2","ortholog_one2one",100,100,1
"Snx9","SNX9","ortholog_one2one",100,100,1
"Btbd2","BTBD2","ortholog_one2one",100,100,1
"Nfatc1","NFATC1","ortholog_one2one",100,100,1
"Ebpl","EBPL","ortholog_one2one",50,100,1
"Jade2","JADE2","ortholog_one2one",100,100,1
"Hes7","HES7","ortholog_one2one",100,100,1
"Serpina12","SERPINA12","ortholog_one2one",100,100,1
"4933402N03Rik","C10orf120","ortholog_one2one",100,100,0
"Fam102b","FAM102B","ortholog_one2one",100,100,1
"Sox4","SOX4","ortholog_one2one",100,100,1
"Champ1","CHAMP1","ortholog_one2one",50,100,1
"Sertad1","SERTAD1","ortholog_one2one",100,100,1
"Cbx4","CBX4","ortholog_one2one",100,100,1
"Plekha1","PLEKHA1","ortholog_one2one",100,100,1
"Cib3","CIB3","ortholog_one2one",100,100,1
"Clip4","CLIP4","ortholog_one2one",100,100,1
"Ddx60","DDX60","ortholog_one2one",100,100,1
"Kcnmb1","KCNMB1","ortholog_one2one",100,100,1
"Akna","AKNA","ortholog_one2one",100,100,1
"Cep57l1","CEP57L1","ortholog_one2one",100,98.99,1
"Fam32a","FAM32A","ortholog_one2one",100,100,1
"Serpina5","SERPINA5","ortholog_one2one",100,100,1
"Pdcd1lg2","PDCD1LG2","ortholog_one2one",100,97.93,1
"Kcnip1","KCNIP1","ortholog_one2one",100,100,1
"Lypd4","LYPD4","ortholog_one2one",75,100,1
"Ankrd11","ANKRD11","ortholog_one2one",100,100,1
"Xkr8","XKR8","ortholog_one2one",100,100,1
"Pcnp","PCNP","ortholog_one2one",100,100,1
"Igsf8","IGSF8","ortholog_one2one",100,100,1
"Ccdc105","CCDC105","ortholog_one2one",100,100,1
"Gm5269","HNRNPA1P48","ortholog_one2one",0,0,0
"Sbno1","SBNO1","ortholog_one2one",100,100,1
"Prmt1","PRMT1","ortholog_one2one",100,100,1
"Parp12","PARP12","ortholog_one2one",100,100,1
"Ube3a","UBE3A","ortholog_one2one",100,100,1
"Col16a1","COL16A1","ortholog_one2one",100,100,1
"Triqk","TRIQK","ortholog_one2one",100,100,1
"Adgrg6","ADGRG6","ortholog_one2one",100,100,1
"Edil3","EDIL3","ortholog_one2one",100,100,1
"Mpped2","MPPED2","ortholog_one2one",100,100,1
"Pip5k1c","PIP5K1C","ortholog_one2one",100,100,1
"Ywhaq","YWHAQ","ortholog_one2one",100,100,1
"Il1r1","IL1R1","ortholog_one2one",100,100,1
"Otx2","OTX2","ortholog_one2one",100,100,1
"Ctu2","CTU2","ortholog_one2one",100,99.24,1
"Lrfn5","LRFN5","ortholog_one2one",100,100,1
"Pim2","PIM2","ortholog_one2one",100,100,1
"Rbp4","RBP4","ortholog_one2one",100,100,1
"Cpq","CPQ","ortholog_one2one",50,100,1
"Coprs","COPRS","ortholog_one2one",0,69.3,0
"Pax6","PAX6","ortholog_one2one",100,100,1
"Rbm24","RBM24","ortholog_one2one",100,100,1
"Usp47","USP47","ortholog_one2one",100,100,1
"Cwf19l1","CWF19L1","ortholog_one2one",100,100,1
"Grk2","GRK2","ortholog_one2one",100,100,1
"1700007K13Rik","C9orf116","ortholog_one2one",75,96.95,1
"Dmrtc2","DMRTC2","ortholog_one2one",100,100,1
"Zbtb11","ZBTB11","ortholog_one2one",100,100,1
"Cap2","CAP2","ortholog_one2one",100,100,1
"Sil1","SIL1","ortholog_one2one",100,100,1
"Eif3k","EIF3K","ortholog_one2one",100,100,1
"Atp1a2","ATP1A2","ortholog_one2one",100,100,1
"Kdm7a","KDM7A","ortholog_one2one",100,100,1
"Tnc","TNC","ortholog_one2one",100,100,1
"Lhpp","LHPP","ortholog_one2one",100,100,1
"Rpl24","RPL24","ortholog_one2one",100,100,1
"Sostdc1","SOSTDC1","ortholog_one2one",100,100,1
"Hgd","HGD","ortholog_one2one",100,100,1
"Mfap3","MFAP3","ortholog_one2one",100,100,1
"Nol9","NOL9","ortholog_one2one",100,100,1
"Rbm28","RBM28","ortholog_one2one",100,100,1
"Cfap20","CFAP20","ortholog_one2one",100,100,1
"Gpn1","GPN1","ortholog_one2one",100,99.43,1
"Zcwpw1","ZCWPW1","ortholog_one2one",50,100,1
"Pigo","PIGO","ortholog_one2one",100,100,1
"Cdkn2aipnl","CDKN2AIPNL","ortholog_one2one",100,100,1
"Dmbt1","DMBT1","ortholog_one2one",100,76.6,0
"Trmt44","TRMT44","ortholog_one2one",100,98.61,1
"Pyurf","PYURF","ortholog_one2one",50,100,1
"Galnt10","GALNT10","ortholog_one2one",100,100,1
"Zfp804b","ZNF804B","ortholog_one2one",100,100,1
"Gabpb1","GABPB1","ortholog_one2one",100,100,1
"Irf8","IRF8","ortholog_one2one",100,100,1
"Tex47","TEX47","ortholog_one2one",100,100,1
"Fam78a","FAM78A","ortholog_one2one",100,100,1
"Tada2b","TADA2B","ortholog_one2one",100,100,1
"Sapcd2","SAPCD2","ortholog_one2one",75,100,1
"Rnf185","RNF185","ortholog_one2one",100,100,1
"Grpel1","GRPEL1","ortholog_one2one",75,100,1
"Nup214","NUP214","ortholog_one2one",100,100,1
"Nap1l1","NAP1L1","ortholog_one2one",100,100,1
"Mrps2","MRPS2","ortholog_one2one",50,100,1
"Dhrs9","DHRS9","ortholog_one2one",100,97.42,1
"Hsf2","HSF2","ortholog_one2one",75,100,1
"Fgl2","FGL2","ortholog_one2one",75,100,1
"Ccdc146","CCDC146","ortholog_one2one",75,100,1
"Syt16","SYT16","ortholog_one2one",100,100,1
"Mturn","MTURN","ortholog_one2one",100,100,1
"Apc","APC","ortholog_one2one",100,100,1
"Crppa","CRPPA","ortholog_one2one",100,100,1
"Mta2","MTA2","ortholog_one2one",100,100,1
"Ankrd52","ANKRD52","ortholog_one2one",100,100,1
"Hesx1","HESX1","ortholog_one2one",100,100,1
"Lrrc8d","LRRC8D","ortholog_one2one",100,100,1
"Ube2b","UBE2B","ortholog_one2one",100,100,1
"Cplx1","CPLX1","ortholog_one2one",100,100,1
"Hrh4","HRH4","ortholog_one2one",100,100,1
"Sptlc1","SPTLC1","ortholog_one2one",50,100,1
"Rnf115","RNF115","ortholog_one2one",100,100,1
"Mpp7","MPP7","ortholog_one2one",75,100,1
"Gpr142","GPR142","ortholog_one2one",100,100,1
